SampleID,Diversidad_Shannon,Firmicutes_%,Bacteroidetes_%,Actinobacteria_%,Proteobacteria_%,F_B_ratio
5219.105393,3.20166631,44.04068838,2.255134029,44.93954322,6.000895656,19.52907801
3535.105377,1.156144703,68.73650975,0.035676698,30.34838295,0.63147755,1926.65
5578.105381,3.138654361,46.43585686,4.341029112,38.74897527,7.208357959,10.6969697
5657.105391,1.699866627,14.30341928,0.995905721,76.53867434,5.993139316,14.36222222
3421.105377,2.699460787,37.90861988,1.052755535,44.30287329,16.49788036,36.00894855
3166.105378,0.621035337,18.28009349,0.041390728,81.35225945,0.292169848,441.6470588
4879.113181,0.451470198,98.09209398,0.077173727,0.012862288,1.796432859,1271.055556
4932.113188,0.967651358,82.65648715,0.119578715,16.49266431,0.680678839,691.2307692
6848.113191,3.139872469,22.58475656,5.913841448,41.21845526,28.06525618,3.818965517
3409.113182,2.35759401,76.75803952,0.125920186,17.23169314,5.826230143,609.5769231
5785.113186,1.022842688,65.67132458,0.340045694,31.39046809,2.417512353,193.125
5971.113188,3.208526328,96.92883511,0.384536505,2.532813782,0.046144381,252.0666667
3227.113154,2.453345525,92.9891873,1.758931686,2.795356022,2.401714086,52.86685552
5059.113026,3.505013791,15.32672375,6.070301938,39.34204597,22.15412348,2.524870082
5227.113002,2.692304214,56.3911992,5.674511886,31.05055152,5.102341768,9.937629938
6732.113011,2.374900988,42.9184065,1.405033292,45.90339691,9.417672949,30.54618474
5225.113039,3.353995355,52.11649467,3.68200105,37.81266398,5.697918489,14.1543943
5594.113031,2.432733121,15.57322138,0.643115537,38.19838328,44.92876602,24.21527778
2645.11303,3.33835552,79.27304513,7.178497287,13.34450231,0.142040281,11.04312532
2497.113024,2.729967848,39.77190002,0.655180781,47.65833536,10.16743509,60.7037037
3650.113014,2.938195215,30.90448331,0.83846948,67.59378031,0.525607734,36.85820896
9712.113047,4.551904964,34.30023229,5.911730546,38.64692218,18.41463415,5.802062868
5786.113007,3.201768816,10.91696751,3.472924188,38.31768953,42.73646209,3.143451143
5458.113027,2.701166454,9.474813478,0.794850539,35.24162481,53.12820013,11.9202454
5224.113056,2.819770136,50.1786011,2.600099684,35.42116631,11.54261505,19.29872204
3651.113055,1.445066889,91.35785908,0.482913579,6.224219457,1.566115564,189.1805556
6851.113048,3.199665048,39.20877622,0.665037231,41.3687262,15.7278463,58.95726496
2812.113002,2.699824317,32.88060254,0.901345845,43.17817014,19.33572046,36.47945205
5549.113041,3.692478619,27.01478743,3.512014787,32.88354898,26.15526802,7.692105263
3410.113024,3.074563252,23.20456093,1.693328795,37.77229408,29.86725664,13.70351759
1410.113011,3.45902981,94.46432739,1.03088773,1.474363962,0.093363417,91.63396226
6779.113008,1.268798592,18.499893,0.627719524,77.10607033,2.931735502,29.47159091
5234.113006,3.067864521,25.72480442,0.694124866,14.246817,53.75057524,37.06077348
5564.113009,2.15954964,48.80639509,1.270258432,30.09198423,6.986421375,38.42241379
2874.113008,0.938550674,81.56042431,0.052873335,17.49446482,0.869105449,1542.5625
6952.113041,4.05309472,49.62998558,28.04420951,19.20230658,1.06679481,1.769705278
